entity_type,entity_id,entity_label,source_members,pca_x,pca_y,pc1_var,pc2_var
Compound,AIWRTTMUVOZGPW-UHFFFAOYSA-N,AIWRTTMUVOZGPW,DGIdb; DrugRep,0.6706752616118097,-0.08478310511618473,0.11541706219028222,0.060641573238856626
Compound,AIXMJTYHQHQJLU-UHFFFAOYSA-N,AIXMJTYHQHQJLU,DrugRep,0.5470022419780274,0.04226168265626154,0.11541706219028222,0.060641573238856626
Compound,AJBBEYXFRYFVNM-UHFFFAOYSA-N,AJBBEYXFRYFVNM,OpenBioLink,0.31327477008617677,-0.25965578854062277,0.11541706219028222,0.060641573238856626
Compound,AJKIRUJIDFJUKJ-UHFFFAOYSA-N,AJKIRUJIDFJUKJ,OpenBioLink,0.5971756438107747,0.182402369405806,0.11541706219028222,0.060641573238856626
Compound,AJLFOPYRIVGYMJ-UHFFFAOYSA-N,AJLFOPYRIVGYMJ,DGIdb; DrugRep; OpenBioLink; PharMeBINet,0.41530017836681143,-0.23314557273251396,0.11541706219028222,0.060641573238856626
Compound,AJRGHIGYPXNABY-UHFFFAOYSA-N,AJRGHIGYPXNABY,DrugRep; OpenBioLink,0.1542288966975811,-0.31661042413119855,0.11541706219028222,0.060641573238856626
Compound,AKCRNFFTGXBONI-UHFFFAOYSA-N,AKCRNFFTGXBONI,DrugRep; OpenBioLink,0.188426049757998,-0.7808452080877203,0.11541706219028222,0.060641573238856626
Compound,AKEUNCKRJATALU-UHFFFAOYSA-N,AKEUNCKRJATALU,OpenBioLink,0.6704232143343279,0.23884070605551552,0.11541706219028222,0.060641573238856626
Compound,AKGGYBADQZYZPD-UHFFFAOYSA-N,AKGGYBADQZYZPD,DGIdb,0.5906006795885538,0.2475830650665069,0.11541706219028222,0.060641573238856626
Compound,AKMNUCBQGHFICM-UHFFFAOYSA-N,AKMNUCBQGHFICM,DGIdb; DrugRep; OpenBioLink,0.18194277260828662,-0.5121258237631613,0.11541706219028222,0.060641573238856626
Compound,AKNNEGZIBPJZJG-UHFFFAOYSA-N,AKNNEGZIBPJZJG,DGIdb; DrugRep; OpenBioLink; PharMeBINet,-0.1674273492219075,0.433388832205741,0.11541706219028222,0.060641573238856626
Compound,AKSIZPIFQAYJGF-UHFFFAOYSA-N,AKSIZPIFQAYJGF,DrugRep; OpenBioLink,0.0780910895732358,-0.7277212473231212,0.11541706219028222,0.060641573238856626
Compound,ALBKMJDFBZVHAK-UHFFFAOYSA-N,ALBKMJDFBZVHAK,DGIdb; DrugRep,-0.19435375644282535,-0.38995026171569624,0.11541706219028222,0.060641573238856626
Compound,ALHBJBCQLJZYON-UHFFFAOYSA-N,ALHBJBCQLJZYON,DrugRep,0.481179578805876,-0.3289413992233243,0.11541706219028222,0.060641573238856626
Compound,ALKJNCZNEOTEMP-UHFFFAOYSA-N,ALKJNCZNEOTEMP,DGIdb; DrugRep,0.022170148237705814,-0.6120429602816413,0.11541706219028222,0.060641573238856626
Compound,ALLWOAVDORUJLA-UHFFFAOYSA-N,ALLWOAVDORUJLA,DGIdb; DrugRep; OpenBioLink; PharMeBINet,0.15003051387770724,0.6237491908613914,0.11541706219028222,0.060641573238856626
Compound,ALOBUEHUHMBRLE-UHFFFAOYSA-N,ALOBUEHUHMBRLE,DGIdb; DrugRep; Hetionet; PharMeBINet,0.5171668882046376,0.1833003562946455,0.11541706219028222,0.060641573238856626
Compound,ALWKGYPQUAPLQC-UHFFFAOYSA-N,ALWKGYPQUAPLQC,DGIdb; DrugRep; Hetionet; OpenBioLink; PharMeBINet,0.548692866914336,0.3145143139615595,0.11541706219028222,0.060641573238856626
Compound,ALYNCZNDIQEVRV-UHFFFAOYSA-N,ALYNCZNDIQEVRV,PharMeBINet,0.5227800607484165,0.3549441694529807,0.11541706219028222,0.060641573238856626
Compound,AMBQHHVBBHTQBF-UHFFFAOYSA-N,AMBQHHVBBHTQBF,OpenBioLink,0.6956500439356863,0.24038983965636546,0.11541706219028222,0.060641573238856626
Compound,AMDBBAQNWSUWGN-UHFFFAOYSA-N,AMDBBAQNWSUWGN,OpenBioLink,0.6785150771393574,0.03602603054166904,0.11541706219028222,0.060641573238856626
Compound,AMEROGPZOLAFBN-UHFFFAOYSA-N,AMEROGPZOLAFBN,DrugRep,0.6116162794956829,-0.02076973556431996,0.11541706219028222,0.060641573238856626
Compound,AMKVXSZCKVJAGH-UHFFFAOYSA-N,AMKVXSZCKVJAGH,DGIdb; DrugRep; Hetionet; OpenBioLink; PharMeBINet,0.5931119804446348,-0.2308559557162962,0.11541706219028222,0.060641573238856626
Compound,AMLYAMJWYAIXIA-UHFFFAOYSA-N,AMLYAMJWYAIXIA,DGIdb; DrugRep; OpenBioLink,0.6776180821921448,0.1442840246195001,0.11541706219028222,0.060641573238856626
Compound,ANDGGVOPIJEHOF-UHFFFAOYSA-N,ANDGGVOPIJEHOF,DGIdb; DrugRep,0.2460710473977387,0.22761955290007932,0.11541706219028222,0.060641573238856626
Compound,ANGKOCUUWGHLCE-UHFFFAOYSA-N,ANGKOCUUWGHLCE,DGIdb; DrugRep; Hetionet; OpenBioLink; PharMeBINet,0.6570437064799703,0.18871872353607702,0.11541706219028222,0.060641573238856626
Compound,ANGUXJDGJCHGOG-UHFFFAOYSA-N,ANGUXJDGJCHGOG,DGIdb; DrugRep; OpenBioLink,0.3093344630770794,-0.18909646726274443,0.11541706219028222,0.060641573238856626
Compound,ANJTVLIZGCUXLD-UHFFFAOYSA-N,ANJTVLIZGCUXLD,DGIdb; DrugRep; Hetionet; OpenBioLink; PharMeBINet,0.5828787032197587,0.2039337471383417,0.11541706219028222,0.060641573238856626
Compound,ANMLJLFWUCQGKZ-UHFFFAOYSA-N,ANMLJLFWUCQGKZ,DGIdb; DrugRep,0.4382749728025334,0.05121520491089412,0.11541706219028222,0.060641573238856626
Compound,ANZXOIAKUNOVQU-UHFFFAOYSA-N,ANZXOIAKUNOVQU,DGIdb; Hetionet; PharMeBINet,0.565880488936867,-0.1680523455957597,0.11541706219028222,0.060641573238856626
Compound,AOCCBINRVIKJHY-UHFFFAOYSA-N,AOCCBINRVIKJHY,DrugRep,0.42272195814148333,-0.4359735717302434,0.11541706219028222,0.060641573238856626
Compound,AOMXMOCNKJTRQP-UHFFFAOYSA-N,AOMXMOCNKJTRQP,DGIdb; OpenBioLink,0.4385087757713933,-0.5823788451237064,0.11541706219028222,0.060641573238856626
Compound,AOPZIJQISHFZBN-UHFFFAOYSA-N,AOPZIJQISHFZBN,DGIdb,-0.199405615600714,0.209219858418458,0.11541706219028222,0.060641573238856626
Compound,APJYDQYYACXCRM-UHFFFAOYSA-N,APJYDQYYACXCRM,DGIdb; OpenBioLink,0.5864566117568567,0.13680029854579487,0.11541706219028222,0.060641573238856626
Compound,APKFDSVGJQXUKY-UHFFFAOYSA-N,APKFDSVGJQXUKY,DGIdb; PharMeBINet,0.6744860246978042,0.05613580647333431,0.11541706219028222,0.060641573238856626
Compound,APQPRKLAWCIJEK-UHFFFAOYSA-N,APQPRKLAWCIJEK,OpenBioLink,0.715017016768692,0.03886508796162495,0.11541706219028222,0.060641573238856626
Compound,AQCHWTWZEMGIFD-UHFFFAOYSA-N,AQCHWTWZEMGIFD,DGIdb; DrugRep; Hetionet; OpenBioLink; PharMeBINet,0.3553954025037375,0.14639611091455293,0.11541706219028222,0.060641573238856626
Compound,AQDWDWAYVBQMAM-UHFFFAOYSA-N,AQDWDWAYVBQMAM,DGIdb,0.17488914489938534,-0.7103090742139844,0.11541706219028222,0.060641573238856626
Compound,AQFFXPQJLZFABJ-UHFFFAOYSA-N,AQFFXPQJLZFABJ,DrugRep; OpenBioLink,0.24534479809021764,0.31397826815011304,0.11541706219028222,0.060641573238856626
Compound,AQGNHMOJWBZFQQ-UHFFFAOYSA-N,AQGNHMOJWBZFQQ,DGIdb; DrugRep; OpenBioLink,0.1858601785893567,-0.6315782077649905,0.11541706219028222,0.060641573238856626
Compound,AQIXAKUUQRKLND-UHFFFAOYSA-N,AQIXAKUUQRKLND,DGIdb; DrugRep; Hetionet; OpenBioLink; PharMeBINet,0.6907080174461222,0.27065115245454685,0.11541706219028222,0.060641573238856626
Compound,AQNDDEOPVVGCPG-UHFFFAOYSA-N,AQNDDEOPVVGCPG,DGIdb; DrugRep; Hetionet; OpenBioLink; PharMeBINet,0.5340886384587793,0.054790581206541046,0.11541706219028222,0.060641573238856626
Compound,AQOKCDNYWBIDND-UHFFFAOYSA-N,AQOKCDNYWBIDND,DGIdb; DrugRep; Hetionet; OpenBioLink; PharMeBINet,0.5222678368483581,-0.032585041488103456,0.11541706219028222,0.060641573238856626
Compound,ARDYECYBETXQFD-UHFFFAOYSA-N,ARDYECYBETXQFD,DrugRep,0.32951975985282633,0.10149990897091118,0.11541706219028222,0.060641573238856626
Compound,ARGIPZKQJGFSGQ-UHFFFAOYSA-N,ARGIPZKQJGFSGQ,OpenBioLink,0.48491853412086633,-0.021969120744742585,0.11541706219028222,0.060641573238856626
Compound,ARJCBSRIPGJMAD-UHFFFAOYSA-N,ARJCBSRIPGJMAD,DrugRep,0.570203465186967,-0.28116014945669904,0.11541706219028222,0.060641573238856626
Compound,ARYQHSWJGHCGJS-UHFFFAOYSA-N,ARYQHSWJGHCGJS,DrugRep; OpenBioLink,-0.007965438968878686,-0.41294919285921583,0.11541706219028222,0.060641573238856626
Compound,ARYUXFNGXHNNDM-UHFFFAOYSA-N,ARYUXFNGXHNNDM,DrugRep,0.23446427267173509,-0.16150043205141107,0.11541706219028222,0.060641573238856626
Compound,ASMXXROZKSBQIH-UHFFFAOYSA-N,ASMXXROZKSBQIH,DGIdb; DrugRep; Hetionet; OpenBioLink; PharMeBINet,0.48404382898822057,0.3802767890945056,0.11541706219028222,0.060641573238856626
Compound,ASOADIZOVZTJSR-UHFFFAOYSA-N,ASOADIZOVZTJSR,DGIdb; DrugRep,0.5410962905291188,0.04753481339250145,0.11541706219028222,0.060641573238856626
Compound,ASSKVPFEZFQQNQ-UHFFFAOYSA-N,ASSKVPFEZFQQNQ,DGIdb,0.5533198089960223,0.34039991092836314,0.11541706219028222,0.060641573238856626
Compound,ASUGUQWIHMTFJL-UHFFFAOYSA-N,ASUGUQWIHMTFJL,DGIdb; DrugRep; OpenBioLink,0.38493299320429203,-0.6069422825344709,0.11541706219028222,0.060641573238856626
Compound,ASUTZQLVASHGKV-UHFFFAOYSA-N,ASUTZQLVASHGKV,DGIdb; DrugRep; Hetionet; OpenBioLink; PharMeBINet,0.5865372632295703,0.11411612596837684,0.11541706219028222,0.060641573238856626
Compound,ASWVTGNCAZCNNR-UHFFFAOYSA-N,ASWVTGNCAZCNNR,DGIdb,0.3596502616619189,0.5264826324167784,0.11541706219028222,0.060641573238856626
Compound,ATALOFNDEOCMKK-UHFFFAOYSA-N,ATALOFNDEOCMKK,DGIdb; DrugRep; Hetionet; PharMeBINet,0.44120307849694124,-0.3664371824244502,0.11541706219028222,0.060641573238856626
Compound,ATCGGEJZONJOCL-UHFFFAOYSA-N,ATCGGEJZONJOCL,DrugRep,0.32386211641546536,0.16761008071739472,0.11541706219028222,0.060641573238856626
Compound,ATEFPOUAMCWAQS-UHFFFAOYSA-N,ATEFPOUAMCWAQS,DGIdb,0.5767074755804561,0.05618075463810203,0.11541706219028222,0.060641573238856626
Compound,ATHGHQPFGPMSJY-UHFFFAOYSA-N,ATHGHQPFGPMSJY,DGIdb; DrugRep; OpenBioLink,0.6254399058581716,0.20617631470232042,0.11541706219028222,0.060641573238856626
Compound,ATKZKAYWARYLBW-UHFFFAOYSA-N,ATKZKAYWARYLBW,DrugRep; OpenBioLink,0.010927895612680014,-0.12873082640173372,0.11541706219028222,0.060641573238856626
Compound,ATLJNLYIJOCWJE-UHFFFAOYSA-N,ATLJNLYIJOCWJE,DGIdb,0.18712247715040456,-0.4140814698501282,0.11541706219028222,0.060641573238856626
Compound,ATOAHNRJAXSBOR-UHFFFAOYSA-N,ATOAHNRJAXSBOR,DrugRep,0.40879434214882865,-0.2915177825695493,0.11541706219028222,0.060641573238856626
Compound,AUFUWRKPQLGTGF-UHFFFAOYSA-N,AUFUWRKPQLGTGF,OpenBioLink,0.5724295263538387,0.2481776490439883,0.11541706219028222,0.060641573238856626
Compound,AUIQVDGWXRAVOO-UHFFFAOYSA-N,AUIQVDGWXRAVOO,DGIdb,-0.31237589150612016,-0.40346906858846865,0.11541706219028222,0.060641573238856626
Compound,AUMDBEHGJRZSOO-UHFFFAOYSA-N,AUMDBEHGJRZSOO,DGIdb; DrugRep; OpenBioLink,0.36384450184955536,-0.6072877373485237,0.11541706219028222,0.060641573238856626
Compound,AURFZBICLPNKBZ-UHFFFAOYSA-N,AURFZBICLPNKBZ,DGIdb; DrugRep; OpenBioLink; PharMeBINet,0.557479645730098,0.1733955016070665,0.11541706219028222,0.060641573238856626
Compound,AVAACINZEOAHHE-UHFFFAOYSA-N,AVAACINZEOAHHE,DrugRep,0.7202503841921178,0.06380160571422412,0.11541706219028222,0.060641573238856626
Compound,AVDUGNCTZRCAHH-UHFFFAOYSA-N,AVDUGNCTZRCAHH,DGIdb; DrugRep; OpenBioLink,0.6850174567962399,0.2771691521803792,0.11541706219028222,0.060641573238856626
Compound,AVKUERGKIZMTKX-UHFFFAOYSA-N,AVKUERGKIZMTKX,DGIdb; Hetionet; OpenBioLink; PharMeBINet,0.7027332279961673,0.16793615498249478,0.11541706219028222,0.060641573238856626
Compound,AVOLMBLBETYQHX-UHFFFAOYSA-N,AVOLMBLBETYQHX,DGIdb; DrugRep; Hetionet; OpenBioLink; PharMeBINet,0.6789828975545099,0.2168700741968105,0.11541706219028222,0.060641573238856626
Compound,AVSCNEOUWSVZEY-UHFFFAOYSA-N,AVSCNEOUWSVZEY,DrugRep,0.23470195306507138,-0.32479912266796385,0.11541706219028222,0.060641573238856626
Compound,AWDORCFLUJZUQS-UHFFFAOYSA-N,AWDORCFLUJZUQS,OpenBioLink,-0.20889439102031285,-0.20701409723399586,0.11541706219028222,0.060641573238856626
Compound,AWDRATDZQPNJFN-UHFFFAOYSA-N,AWDRATDZQPNJFN,DGIdb; OpenBioLink,0.45469366043694137,0.24084227657589247,0.11541706219028222,0.060641573238856626
Compound,AWIVHRPYFSSVOG-UHFFFAOYSA-N,AWIVHRPYFSSVOG,DrugRep,-0.020627183287668337,-0.05398628483684811,0.11541706219028222,0.060641573238856626
Compound,AWNBSWDIOCXWJW-UHFFFAOYSA-N,AWNBSWDIOCXWJW,OpenBioLink,0.5903549929320276,-0.21623983004374256,0.11541706219028222,0.060641573238856626
