method,query_idx,retrieved_idx,pair_a,pair_b,rank,method_score,prism_response_corr,top_gene_k,shared_top_gene_count,shared_top_gene_jaccard,shared_gene_hypergeom_p,shared_gene_neglog10p,num_category_hits,num_unique_categories,dominant_categories,query_name,retrieved_name,query_moa,retrieved_moa,query_targets,retrieved_targets,known_target_hits_top_gene,known_target_hits_shared_gene,shared_gene_symbols_top20
CGP-Align,1637,1323,1323,1637,7,0.7996894717216492,0.3849111795425415,50,32,0.47058823529411764,1.1262266741723024e-62,61.9483741908037,13,3,Cell cycle/mitosis:6; Lipid/transport state:6; Nuclear receptor/xenobiotic:1,PHA-848125,amsacrine,"CDK inhibitor, growth factor receptor inhibitor",topoisomerase inhibitor,"CDK2, CDK4, CDK7, NTRK1","KCNH2, TOP2A",,,CCND2;CCND1;PAFAH1B1;CCND3;CCNA2;ELOVL6;RHOA;CCNE1;IFNA1;RHOC;IFNA13;IFNA2;IFNA6;IFNA8;IFNA5;IFNA14;ELOVL7;RHOB;CRKL;ELOVL4
CGP-Align,190,912,190,912,1,0.8488600850105286,0.3708348572254181,50,32,0.47058823529411764,1.1262266741723024e-62,61.9483741908037,4,2,Lipid/transport state:2; Nuclear receptor/xenobiotic:2,IKK-2-inhibitor-V,SB-225002,"IKK inhibitor, NFkB pathway inhibitor",CC chemokine receptor antagonist,IKBKB,CXCR2,,,UCP3;LETMD1;UCP2;PGLYRP1;CKMT1B;BTG1;MPV17;ZNF519;PISD;CYC1;ZNF160;TAZ;ZNF224;ZNF112;SLC25A27;UCP1;TSPO;ZNF230;NLRP2;PLA2G3
CGP-Align,436,85,85,436,8,0.7963069677352905,0.3123916387557983,50,32,0.47058823529411764,1.1262266741723024e-62,61.9483741908037,12,2,Cell cycle/mitosis:6; Lipid/transport state:6,LDN-212854,CYC116,bone morphogenic protein inhibitor,Aurora kinase inhibitor,"ABL1, ACVR1, RIPK2","AURKA, AURKB, KDR",,,IFNA8;CCND1;CCND2;IFNA2;IFNA5;IFNA14;IFNA1;CCNA2;STX8;IFNA6;IFNA13;IFNB1;ELOVL6;CCNE1;CCND3;HM13;UNC93A;ORMDL3;PAFAH1B1;ELOVL7
CGP-Align,1189,1584,1189,1584,3,0.9092829823493958,0.3106251358985901,50,32,0.47058823529411764,1.1262266741723024e-62,61.9483741908037,13,3,Cell cycle/mitosis:11; MAPK/RTK:1; Nuclear receptor/xenobiotic:1,NMS-1286937,AZD5438,PLK inhibitor,CDK inhibitor,"FLT3, PLK1, PLK2, PLK3",KCNH2,,,CCND2;CCND3;CCND1;PAFAH1B1;CCNA2;CCNE1;CRKL;CCNB2;FLOT1;CCNB1;RHOA;SNRPA;CCNG1;RHOC;CSNK1D;CDKN1B;CUL3;CRK;CNN2;CCNO
CGP-Align,1119,1539,1119,1539,2,0.9075998067855836,0.4197867810726166,50,31,0.4492753623188406,7.362056947957032e-60,59.133000827464215,13,2,Cell cycle/mitosis:11; Nuclear receptor/xenobiotic:2,CUDC-101,CNX-774,EGFR inhibitor,Bruton's tyrosine kinase (BTK) inhibitor,"EGFR, ERBB2",BTK,,,CCND3;CCND2;PAFAH1B1;CCNA2;CCND1;CCNE1;CRKL;CCNB2;CCNB1;CCNL1;SRSF12;SNRPA;CCNO;FEN1;BCAT2;CSNK1D;SARS2;JUN;YY1;CUL3
CGP-Align,881,0,0,881,6,0.8686177134513855,0.3669779598712921,50,31,0.4492753623188406,7.362056947957032e-60,59.133000827464215,13,2,Cell cycle/mitosis:12; Nuclear receptor/xenobiotic:1,erlotinib,PP242,EGFR inhibitor,mTOR inhibitor,"EGFR, NR1I2","MTOR, PASK",,,CCND2;CCND1;PAFAH1B1;CCND3;CCNA2;CCNE1;CCNB2;CCNB1;CRKL;CCNL1;FLOT1;CCNO;SNRPA;CUL3;CCNG1;CNN2;YY1;CHMP2B;RHOA;ZNF143
CGP-Align,836,0,0,836,6,0.7845033407211304,0.365868479013443,50,31,0.4492753623188406,7.362056947957032e-60,59.133000827464215,13,2,Cell cycle/mitosis:10; Nuclear receptor/xenobiotic:3,erlotinib,XL388,EGFR inhibitor,mTOR inhibitor,"EGFR, NR1I2",MTOR,,,PAFAH1B1;CCND2;CCNA2;CCND1;CCND3;SNRPA;CCNE1;CCNB2;CCNB1;CCNO;SRSF12;CCNL1;TNP1;SRSF10;PES1;CUL3;FLOT1;PRPF38B;CCNG1;CRKL
CGP-Align,1839,1641,1641,1839,1,0.768278956413269,0.3510221242904663,50,31,0.4492753623188406,7.362056947957032e-60,59.133000827464215,12,3,Lipid/transport state:5; Mitochondria:4; Nuclear receptor/xenobiotic:3,pentamidine,octenidine,anti-pneumocystis agent,membrane integrity inhibitor,TRDMT1,,,,BCAT2;SARS2;LETMD1;CYC1;UCP3;UCP2;NDUFA13;COX4I1;SFXN1;GADD45GIP1;NDUFS5;DAP3;MPV17;ACADS;SLC22A8;NUDT6;SFXN2;PTGES2;CYP27B1;PISD
CGP-Align,1267,557,557,1267,8,0.8871201872825623,0.3445630669593811,50,31,0.4492753623188406,7.362056947957032e-60,59.133000827464215,15,2,Cell cycle/mitosis:8; Lipid/transport state:7,NVP-BSK805,CEP-33779,JAK inhibitor,JAK inhibitor,JAK2,JAK2,,,CCND2;ELOVL6;PAFAH1B1;CCND3;CCND1;CCNA2;ELOVL7;CCNE1;ORMDL3;RHOA;ELOVL4;CDK5R1;FAIM2;PTGES;CCNO;ELOVL5;VTI1B;RHOC;PLLP;STX18
CGP-Align,1267,1220,1220,1267,4,0.9036896228790284,0.324857234954834,50,31,0.4492753623188406,7.362056947957032e-60,59.133000827464215,15,3,Lipid/transport state:13; Cell cycle/mitosis:1; PI3K/AKT/mTOR:1,GSK1070916,CEP-33779,Aurora kinase inhibitor,JAK inhibitor,"AURKA, AURKB, AURKC, CYP2D6, CYP3A4",JAK2,,,ELOVL6;ELOVL7;ELOVL4;ELOVL5;PLLP;SFT2D2;CDK5R1;FAIM2;ORMDL3;TSPAN7;RHOA;AQP10;CYB561;RHOC;PTGES;SLC2A1;CLDN18;SDC2;CD63;RHOB
CGP-Align,1647,94,94,1647,10,0.8231766223907471,0.3189410269260406,50,31,0.4492753623188406,7.362056947957032e-60,59.133000827464215,9,2,Cell cycle/mitosis:6; Nuclear receptor/xenobiotic:3,taselisib,gefitinib,PI3K inhibitor,EGFR inhibitor,PIK3CA,EGFR,,,PAFAH1B1;SRSF12;SRSF10;TNP1;PRPF38B;CYLC2;CCNL1;SRSF2;NSA2;CCND3;SREK1;CCND2;YY1;RPS8;PES1;CCND1;ZRSR2;CCNA2;SNRPA;CCNE1
